LngtClass,Year
2000,01/01/2005
3000,01/01/2005
3200,01/01/2005
1700,01/01/2005
1800,01/01/2005
2800,01/01/2005
2900,01/01/2005
3600,01/01/2005
4100,01/01/2005
4300,01/01/2005
4500,01/01/2005
3700,01/01/2005
3800,01/01/2005
4300,01/01/2005
4400,01/01/2005
4500,01/01/2005
5200,01/01/2005
5300,01/01/2005
2200,01/01/2005
2400,01/01/2005
2600,01/01/2005
3300,01/01/2005
3500,01/01/2005
3600,01/01/2005
4400,01/01/2005
5300,01/01/2005
3400,01/01/2005
4300,01/01/2005
3200,01/01/2005
5400,01/01/2005
6400,01/01/2005
6900,01/01/2005
3800,01/01/2005
1200,01/01/2005
6900,01/01/2005
7900,01/01/2005
3000,01/01/2005
3100,01/01/2005
3400,01/01/2005
2800,01/01/2005
3300,01/01/2005
8600,01/01/2005
3100,01/01/2005
4800,01/01/2005
2900,01/01/2005
4300,01/01/2005
5300,01/01/2005
3100,01/01/2005
6300,01/01/2005
5500,01/01/2005
5900,01/01/2005
6700,01/01/2005
6800,01/01/2005
6900,01/01/2005
1200,01/01/2005
3900,01/01/2005
5200,01/01/2005
5600,01/01/2005
6500,01/01/2005
1300,01/01/2005
2800,01/01/2005
3700,01/01/2005
4000,01/01/2005
4600,01/01/2005
5800,01/01/2005
6500,01/01/2005
3100,01/01/2005
3500,01/01/2005
4100,01/01/2005
4300,01/01/2005
6400,01/01/2005
3000,01/01/2005
3600,01/01/2005
4000,01/01/2005
2800,01/01/2005
5800,01/01/2005
4500,01/01/2005
2500,01/01/2005
6000,01/01/2005
4300,01/01/2005
4100,01/01/2005
3300,01/01/2005
3400,01/01/2005
4600,01/01/2005
4700,01/01/2005
3400,01/01/2005
4000,01/01/2005
2900,01/01/2005
4400,01/01/2005
4500,01/01/2005
4700,01/01/2005
5800,01/01/2005
5900,01/01/2005
7100,01/01/2005
7800,01/01/2005
1300,01/01/2005
6500,01/01/2005
7000,01/01/2005
5500,01/01/2005
5900,01/01/2005
8100,01/01/2005
2200,01/01/2005
2700,01/01/2005
3000,01/01/2005
3900,01/01/2005
3800,01/01/2005
6100,01/01/2005
6600,01/01/2005
1800,01/01/2005
5200,01/01/2005
3300,01/01/2005
6100,01/01/2005
2500,01/01/2005
3400,01/01/2005
3500,01/01/2005
3800,01/01/2005
3900,01/01/2005
4800,01/01/2005
5200,01/01/2005
6500,01/01/2005
2400,01/01/2005
2400,01/01/2005
3200,01/01/2005
3600,01/01/2005
2600,01/01/2005
1300,01/01/2005
3900,01/01/2005
8700,01/01/2005
4700,01/01/2005
58,01/01/2005
4600,01/01/2005
4400,01/01/2005
7900,01/01/2005
2400,01/01/2005
2500,01/01/2005
3600,01/01/2005
1200,01/01/2005
3100,01/01/2005
3200,01/01/2005
7000,01/01/2005
7100,01/01/2005
4600,01/01/2005
4200,01/01/2005
4300,01/01/2005
5300,01/01/2005
5200,01/01/2005
6200,01/01/2005
3500,01/01/2005
3700,01/01/2005
4200,01/01/2005
5500,01/01/2005
2800,01/01/2005
2900,01/01/2005
3300,01/01/2005
2400,01/01/2005
2700,01/01/2005
2900,01/01/2005
2700,01/01/2005
3300,01/01/2005
4000,01/01/2005
64,01/01/2005
2200,01/01/2005
4700,01/01/2005
4100,01/01/2005
1600,01/01/2005
1800,01/01/2005
40,01/01/2005
4100,01/01/2005
5700,01/01/2005
2500,01/01/2005
2600,01/01/2005
2700,01/01/2005
3500,01/01/2005
3600,01/01/2005
3900,01/01/2005
4100,01/01/2005
4300,01/01/2005
4600,01/01/2005
5100,01/01/2005
6100,01/01/2005
2900,01/01/2005
2900,01/01/2005
3000,01/01/2005
3400,01/01/2005
6400,01/01/2005
45,01/01/2005
42,01/01/2005
63,01/01/2005
1500,01/01/2005
3600,01/01/2005
4500,01/01/2005
79,01/01/2005
62,01/01/2005
63,01/01/2005
78,01/01/2005
82,01/01/2005
65,01/01/2005
2100,01/01/2005
3500,01/01/2005
7500,01/01/2005
5600,01/01/2005
7600,01/01/2005
1200,01/01/2005
4200,01/01/2005
2700,01/01/2005
2900,01/01/2005
3200,01/01/2005
3300,01/01/2005
4300,01/01/2005
2300,01/01/2005
2900,01/01/2005
4800,01/01/2005
4700,01/01/2005
4600,01/01/2005
7500,01/01/2005
5500,01/01/2005
3900,01/01/2005
4000,01/01/2005
4200,01/01/2005
7000,01/01/2005
3500,01/01/2005
3800,01/01/2005
4000,01/01/2005
3000,01/01/2005
4000,01/01/2005
7800,01/01/2005
2600,01/01/2005
3200,01/01/2005
3500,01/01/2005
4300,01/01/2005
2800,01/01/2005
2900,01/01/2005
3300,01/01/2005
2300,01/01/2005
3800,01/01/2005
4300,01/01/2005
6100,01/01/2005
1900,01/01/2005
2000,01/01/2005
2300,01/01/2005
2400,01/01/2005
2600,01/01/2005
3300,01/01/2005
3600,01/01/2005
4100,01/01/2005
2400,01/01/2005
3000,01/01/2005
5300,01/01/2005
1900,01/01/2005
2000,01/01/2005
2200,01/01/2005
3200,01/01/2005
3500,01/01/2005
1500,01/01/2005
1800,01/01/2005
4300,01/01/2005
4400,01/01/2005
4600,01/01/2005
4800,01/01/2005
5700,01/01/2005
2000,01/01/2005
2200,01/01/2005
3900,01/01/2005
4100,01/01/2005
4200,01/01/2005
4500,01/01/2005
4700,01/01/2005
4800,01/01/2005
5300,01/01/2005
2400,01/01/2005
3600,01/01/2005
5200,01/01/2005
3200,01/01/2005
3300,01/01/2005
3600,01/01/2005
4000,01/01/2005
4900,01/01/2005
5000,01/01/2005
6100,01/01/2005
2400,01/01/2005
3800,01/01/2005
4600,01/01/2005
4700,01/01/2005
2400,01/01/2005
4100,01/01/2005
5000,01/01/2005
5900,01/01/2005
3800,01/01/2005
4800,01/01/2005
4900,01/01/2005
5300,01/01/2005
5600,01/01/2005
6100,01/01/2005
6500,01/01/2005
3700,01/01/2005
4600,01/01/2005
2800,01/01/2005
4300,01/01/2005
1900,01/01/2005
2300,01/01/2005
2400,01/01/2005
2500,01/01/2005
2700,01/01/2005
2800,01/01/2005
2900,01/01/2005
3800,01/01/2005
4400,01/01/2005
2100,01/01/2005
2300,01/01/2005
2400,01/01/2005
2600,01/01/2005
2800,01/01/2005
4000,01/01/2005
4600,01/01/2005
2900,01/01/2005
4200,01/01/2005
4400,01/01/2005
4700,01/01/2005
4500,01/01/2005
6900,01/01/2005
7000,01/01/2005
6400,01/01/2005
4700,01/01/2005
1600,01/01/2005
2100,01/01/2005
2400,01/01/2005
2300,01/01/2005
5900,01/01/2005
2700,01/01/2005
4700,01/01/2005
7400,01/01/2005
1800,01/01/2005
2200,01/01/2005
2200,01/01/2005
2500,01/01/2005
2600,01/01/2005
2200,01/01/2005
2300,01/01/2005
2600,01/01/2005
2800,01/01/2005
3500,01/01/2005
4100,01/01/2005
4200,01/01/2005
4400,01/01/2005
4600,01/01/2005
6700,01/01/2005
2200,01/01/2005
25,01/01/2006
4700,01/01/2006
4700,01/01/2006
2200,01/01/2006
3300,01/01/2006
5500,01/01/2006
1900,01/01/2006
2000,01/01/2006
2100,01/01/2006
2400,01/01/2006
2500,01/01/2006
3500,01/01/2006
1900,01/01/2006
2000,01/01/2006
2100,01/01/2006
2400,01/01/2006
3500,01/01/2006
3800,01/01/2006
7000,01/01/2006
1700,01/01/2006
1800,01/01/2006
1900,01/01/2006
2000,01/01/2006
2100,01/01/2006
1900,01/01/2006
2000,01/01/2006
3800,01/01/2006
1800,01/01/2006
2000,01/01/2006
2200,01/01/2006
2700,01/01/2006
2800,01/01/2006
4100,01/01/2006
1900,01/01/2006
2000,01/01/2006
2100,01/01/2006
2200,01/01/2006
2300,01/01/2006
2400,01/01/2006
2700,01/01/2006
2800,01/01/2006
4200,01/01/2006
4600,01/01/2006
4700,01/01/2006
7400,01/01/2006
3200,01/01/2006
6500,01/01/2006
7300,01/01/2006
2500,01/01/2006
4900,01/01/2006
3000,01/01/2006
3700,01/01/2006
6100,01/01/2006
2200,01/01/2006
2700,01/01/2006
3600,01/01/2006
5000,01/01/2006
4500,01/01/2006
4500,01/01/2006
2300,01/01/2006
4100,01/01/2006
4300,01/01/2006
5700,01/01/2006
2900,01/01/2006
4200,01/01/2006
5000,01/01/2006
7800,01/01/2006
2600,01/01/2006
2400,01/01/2006
2600,01/01/2006
2700,01/01/2006
3600,01/01/2006
4000,01/01/2006
3200,01/01/2006
3700,01/01/2006
3800,01/01/2006
7500,01/01/2006
3700,01/01/2006
5400,01/01/2006
6200,01/01/2006
2700,01/01/2006
3900,01/01/2006
4200,01/01/2006
1300,01/01/2006
2500,01/01/2006
2800,01/01/2006
4700,01/01/2006
6100,01/01/2006
7100,01/01/2006
3900,01/01/2006
4100,01/01/2006
4400,01/01/2006
4600,01/01/2006
5000,01/01/2006
5400,01/01/2006
5600,01/01/2006
6200,01/01/2006
7000,01/01/2006
7100,01/01/2006
4400,01/01/2006
5000,01/01/2006
6000,01/01/2006
3000,01/01/2006
8400,01/01/2006
3000,01/01/2006
3700,01/01/2006
4300,01/01/2006
2500,01/01/2006
7200,01/01/2006
6200,01/01/2006
4000,01/01/2006
4200,01/01/2006
4500,01/01/2006
5600,01/01/2006
2700,01/01/2006
4400,01/01/2006
2700,01/01/2006
5300,01/01/2006
4300,01/01/2006
3800,01/01/2006
5000,01/01/2006
5300,01/01/2006
6600,01/01/2006
7600,01/01/2006
2500,01/01/2006
2600,01/01/2006
2400,01/01/2006
2500,01/01/2006
2700,01/01/2006
3000,01/01/2006
4800,01/01/2006
2800,01/01/2006
3700,01/01/2006
2800,01/01/2006
2400,01/01/2006
2700,01/01/2006
6300,01/01/2006
6400,01/01/2006
6800,01/01/2006
2100,01/01/2006
5300,01/01/2006
6400,01/01/2006
2900,01/01/2006
2800,01/01/2006
3800,01/01/2006
7200,01/01/2006
2200,01/01/2006
2300,01/01/2006
4500,01/01/2006
6600,01/01/2006
4200,01/01/2006
2900,01/01/2006
4300,01/01/2006
6400,01/01/2006
4400,01/01/2006
5200,01/01/2006
1200,01/01/2006
2900,01/01/2006
3000,01/01/2006
4400,01/01/2006
1200,01/01/2006
1300,01/01/2006
3000,01/01/2006
4200,01/01/2006
3800,01/01/2006
4000,01/01/2006
5400,01/01/2006
4200,01/01/2006
4600,01/01/2006
1400,01/01/2006
3900,01/01/2006
3400,01/01/2006
73,01/01/2006
26,01/01/2006
52,01/01/2006
69,01/01/2006
1600,01/01/2006
1900,01/01/2006
5100,01/01/2006
1800,01/01/2006
1900,01/01/2006
2000,01/01/2006
1800,01/01/2006
1900,01/01/2006
3500,01/01/2006
4000,01/01/2006
2100,01/01/2006
3400,01/01/2006
4900,01/01/2006
3200,01/01/2006
6700,01/01/2006
6600,01/01/2006
7800,01/01/2006
1600,01/01/2006
1500,01/01/2006
2500,01/01/2006
4500,01/01/2006
2100,01/01/2006
3900,01/01/2006
4100,01/01/2006
4300,01/01/2006
4800,01/01/2006
5900,01/01/2006
7200,01/01/2006
2100,01/01/2006
2200,01/01/2006
2500,01/01/2006
3000,01/01/2006
3500,01/01/2006
4300,01/01/2006
2000,01/01/2006
2400,01/01/2006
2600,01/01/2006
2700,01/01/2006
3400,01/01/2006
5700,01/01/2006
6200,01/01/2006
2100,01/01/2006
2600,01/01/2006
2800,01/01/2006
2900,01/01/2006
3100,01/01/2006
2100,01/01/2006
3000,01/01/2006
5500,01/01/2006
2500,01/01/2006
2800,01/01/2006
4600,01/01/2006
5700,01/01/2006
6400,01/01/2006
6900,01/01/2006
2100,01/01/2006
2700,01/01/2006
4600,01/01/2006
1900,01/01/2006
2400,01/01/2006
5800,01/01/2006
5900,01/01/2006
7200,01/01/2006
3800,01/01/2006
2700,01/01/2006
2900,01/01/2006
4700,01/01/2006
5100,01/01/2006
2300,01/01/2006
2900,01/01/2006
5400,01/01/2006
5600,01/01/2006
4000,01/01/2006
4300,01/01/2006
4700,01/01/2006
7400,01/01/2006
3700,01/01/2006
1100,01/01/2006
1200,01/01/2006
2400,01/01/2006
2900,01/01/2006
7800,01/01/2006
2400,01/01/2006
2900,01/01/2006
4200,01/01/2006
4900,01/01/2006
1200,01/01/2006
3700,01/01/2006
4600,01/01/2006
2800,01/01/2006
3700,01/01/2006
3700,01/01/2006
3100,01/01/2006
3700,01/01/2006
4300,01/01/2006
2500,01/01/2006
3200,01/01/2006
2700,01/01/2006
2800,01/01/2006
2900,01/01/2006
5600,01/01/2006
6200,01/01/2006
2400,01/01/2006
3300,01/01/2006
6100,01/01/2006
6500,01/01/2006
1100,01/01/2006
2400,01/01/2006
2700,01/01/2006
3000,01/01/2006
4300,01/01/2006
6000,01/01/2006
2400,01/01/2006
2900,01/01/2006
3100,01/01/2006
3600,01/01/2006
3900,01/01/2006
4400,01/01/2006
4800,01/01/2006
5800,01/01/2006
2200,01/01/2006
2500,01/01/2006
2600,01/01/2006
2700,01/01/2006
3100,01/01/2006
4100,01/01/2006
2300,01/01/2006
2600,01/01/2006
3300,01/01/2006
3500,01/01/2006
3700,01/01/2006
3600,01/01/2006
5400,01/01/2006
2200,01/01/2006
3600,01/01/2006
3700,01/01/2006
3800,01/01/2006
3900,01/01/2006
4100,01/01/2006
4400,01/01/2006
5900,01/01/2006
4500,01/01/2006
4800,01/01/2006
5000,01/01/2006
5200,01/01/2006
5300,01/01/2006
5800,01/01/2006
3400,01/01/2006
3600,01/01/2006
3900,01/01/2006
4200,01/01/2006
4300,01/01/2006
4700,01/01/2006
6300,01/01/2006
7100,01/01/2006
4800,01/01/2006
4900,01/01/2006
5000,01/01/2006
5200,01/01/2006
5300,01/01/2006
5800,01/01/2006
3900,01/01/2006
4000,01/01/2006
4200,01/01/2006
4900,01/01/2006
5000,01/01/2006
6100,01/01/2006
3300,01/01/2006
3700,01/01/2006
2900,01/01/2006
3100,01/01/2006
3200,01/01/2006
3800,01/01/2006
4700,01/01/2006
2800,01/01/2006
2900,01/01/2006
7300,01/01/2006
1900,01/01/2006
2100,01/01/2006
2300,01/01/2006
2400,01/01/2006
2500,01/01/2006
2600,01/01/2006
2700,01/01/2006
2800,01/01/2006
3500,01/01/2006
4200,01/01/2006
4600,01/01/2006
2000,01/01/2006
2100,01/01/2006
2300,01/01/2006
2600,01/01/2006
2700,01/01/2006
2800,01/01/2006
3000,01/01/2006
3800,01/01/2006
3900,01/01/2006
4000,01/01/2006
3700,01/01/2006
3000,01/01/2006
3000,01/01/2006
3200,01/01/2006
3700,01/01/2006
6100,01/01/2006
6800,01/01/2006
4500,01/01/2006
5000,01/01/2006
2100,01/01/2006
2700,01/01/2006
6100,01/01/2006
2000,01/01/2006
1900,01/01/2006
4800,01/01/2006
1700,01/01/2006
1800,01/01/2006
1900,01/01/2006
2000,01/01/2006
2100,01/01/2006
2200,01/01/2006
2300,01/01/2006
2400,01/01/2006
2500,01/01/2006
2600,01/01/2006
2700,01/01/2006
3800,01/01/2006
1700,01/01/2006
1800,01/01/2006
1900,01/01/2006
2100,01/01/2006
2200,01/01/2006
2300,01/01/2006
2400,01/01/2006
2500,01/01/2006
2600,01/01/2006
2700,01/01/2006
3800,01/01/2006
4300,01/01/2006
5300,01/01/2006
7400,01/01/2006
7600,01/01/2006
33,01/01/2006
6800,01/01/2006
6200,01/01/2006
8000,01/01/2006
4000,01/01/2006
7100,01/01/2006
4100,01/01/2006
4200,01/01/2006
5500,01/01/2006
3500,01/01/2006
2400,01/01/2006
2200,01/01/2006
2400,01/01/2006
1200,01/01/2006
2400,01/01/2006
2000,01/01/2006
4600,01/01/2006
4400,01/01/2006
1700,01/01/2006
1900,01/01/2006
2500,01/01/2006
2800,01/01/2006
3600,01/01/2006
4200,01/01/2006
2000,01/01/2006
2400,01/01/2006
3400,01/01/2006
1900,01/01/2006
3000,01/01/2006
3600,01/01/2006
2000,01/01/2006
3500,01/01/2006
3700,01/01/2006
3800,01/01/2006
2100,01/01/2006
2400,01/01/2006
2900,01/01/2006
3300,01/01/2006
3700,01/01/2006
2800,01/01/2006
3300,01/01/2006
3800,01/01/2006
2100,01/01/2006
3500,01/01/2006
1900,01/01/2006
2000,01/01/2006
5200,01/01/2006
4200,01/01/2006
2500,01/01/2006
3500,01/01/2006
4200,01/01/2006
5300,01/01/2006
4000,01/01/2006
7000,01/01/2007
1200,01/01/2007
2700,01/01/2007
3100,01/01/2007
3200,01/01/2007
3900,01/01/2007
45,01/01/2007
2700,01/01/2007
4200,01/01/2007
2900,01/01/2007
3000,01/01/2007
3600,01/01/2007
2500,01/01/2007
2600,01/01/2007
2800,01/01/2007
3700,01/01/2007
5500,01/01/2007
7300,01/01/2007
3800,01/01/2007
4800,01/01/2007
5300,01/01/2007
6600,01/01/2007
5000,01/01/2007
5200,01/01/2007
7100,01/01/2007
7300,01/01/2007
1400,01/01/2007
2500,01/01/2007
2600,01/01/2007
2700,01/01/2007
2800,01/01/2007
2900,01/01/2007
3100,01/01/2007
3500,01/01/2007
4100,01/01/2007
6200,01/01/2007
2400,01/01/2007
2500,01/01/2007
2600,01/01/2007
2700,01/01/2007
2800,01/01/2007
2900,01/01/2007
6200,01/01/2007
3700,01/01/2007
4600,01/01/2007
6100,01/01/2007
7100,01/01/2007
4900,01/01/2007
2400,01/01/2007
4600,01/01/2007
2100,01/01/2007
2300,01/01/2007
2800,01/01/2007
2000,01/01/2007
2500,01/01/2007
2800,01/01/2007
1900,01/01/2007
2600,01/01/2007
3000,01/01/2007
3200,01/01/2007
3400,01/01/2007
4300,01/01/2007
6700,01/01/2007
2400,01/01/2007
2700,01/01/2007
4300,01/01/2007
2800,01/01/2007
3100,01/01/2007
3800,01/01/2007
2600,01/01/2007
2900,01/01/2007
3300,01/01/2007
5400,01/01/2007
6000,01/01/2007
4600,01/01/2007
4500,01/01/2007
5800,01/01/2007
2300,01/01/2007
4700,01/01/2007
7400,01/01/2007
4500,01/01/2007
5700,01/01/2007
2900,01/01/2007
3000,01/01/2007
4300,01/01/2007
4600,01/01/2007
2000,01/01/2007
4300,01/01/2007
5800,01/01/2007
3000,01/01/2007
3900,01/01/2007
4500,01/01/2007
2000,01/01/2007
2400,01/01/2007
4000,01/01/2007
4100,01/01/2007
4200,01/01/2007
4900,01/01/2007
5700,01/01/2007
7800,01/01/2007
1800,01/01/2007
2500,01/01/2007
3000,01/01/2007
3100,01/01/2007
3300,01/01/2007
2300,01/01/2007
2500,01/01/2007
2700,01/01/2007
2800,01/01/2007
2900,01/01/2007
3000,01/01/2007
3200,01/01/2007
3700,01/01/2007
5900,01/01/2007
7300,01/01/2007
1800,01/01/2007
2000,01/01/2007
2200,01/01/2007
1800,01/01/2007
2000,01/01/2007
2300,01/01/2007
2000,01/01/2007
4300,01/01/2007
4700,01/01/2007
5000,01/01/2007
2700,01/01/2007
5800,01/01/2007
4100,01/01/2007
3900,01/01/2007
3800,01/01/2007
3300,01/01/2007
1100,01/01/2007
3300,01/01/2007
3900,01/01/2007
4900,01/01/2007
3500,01/01/2007
4600,01/01/2007
30,01/01/2007
55,01/01/2007
60,01/01/2007
2700,01/01/2007
2800,01/01/2007
3000,01/01/2007
4700,01/01/2007
4800,01/01/2007
6400,01/01/2007
4300,01/01/2007
4800,01/01/2007
6400,01/01/2007
7700,01/01/2007
77,01/01/2007
24,01/01/2007
46,01/01/2007
52,01/01/2007
1900,01/01/2007
2300,01/01/2007
2400,01/01/2007
2700,01/01/2007
1900,01/01/2007
1200,01/01/2007
1300,01/01/2007
4000,01/01/2007
4100,01/01/2007
32,01/01/2007
47,01/01/2007
48,01/01/2007
29,01/01/2007
33,01/01/2007
38,01/01/2007
44,01/01/2007
1400,01/01/2007
44,01/01/2007
4300,01/01/2007
4000,01/01/2007
5800,01/01/2007
3600,01/01/2007
3200,01/01/2007
3300,01/01/2007
3400,01/01/2007
3500,01/01/2007
3300,01/01/2007
3500,01/01/2007
1200,01/01/2007
3100,01/01/2007
3300,01/01/2007
2600,01/01/2007
3400,01/01/2007
3700,01/01/2007
1000,01/01/2007
1100,01/01/2007
2500,01/01/2007
4400,01/01/2007
3800,01/01/2007
4000,01/01/2007
3600,01/01/2007
4000,01/01/2007
4100,01/01/2007
2200,01/01/2007
3000,01/01/2007
3900,01/01/2007
4000,01/01/2007
2800,01/01/2007
2800,01/01/2007
4700,01/01/2007
3900,01/01/2007
3700,01/01/2007
2700,01/01/2007
3100,01/01/2007
3800,01/01/2007
4000,01/01/2007
3100,01/01/2007
4500,01/01/2007
3300,01/01/2007
3800,01/01/2007
4000,01/01/2007
4100,01/01/2007
3400,01/01/2007
4000,01/01/2007
2100,01/01/2007
2400,01/01/2007
2300,01/01/2007
2900,01/01/2007
2700,01/01/2007
3500,01/01/2007
2600,01/01/2007
2800,01/01/2007
4000,01/01/2007
2200,01/01/2007
2300,01/01/2007
3800,01/01/2007
3900,01/01/2007
4100,01/01/2007
4700,01/01/2007
7300,01/01/2007
4800,01/01/2007
5100,01/01/2007
5300,01/01/2007
5400,01/01/2007
5500,01/01/2007
5900,01/01/2007
3600,01/01/2007
5500,01/01/2007
3100,01/01/2007
4300,01/01/2007
2500,01/01/2007
5500,01/01/2007
5600,01/01/2007
6800,01/01/2007
5900,01/01/2007
2300,01/01/2007
2400,01/01/2007
2500,01/01/2007
2600,01/01/2007
3500,01/01/2007
3700,01/01/2007
2500,01/01/2007
3100,01/01/2007
3300,01/01/2007
4400,01/01/2007
4500,01/01/2007
3300,01/01/2007
5000,01/01/2007
5500,01/01/2007
5800,01/01/2007
6300,01/01/2007
3600,01/01/2007
3800,01/01/2007
3900,01/01/2007
4000,01/01/2007
4700,01/01/2007
4800,01/01/2007
5100,01/01/2007
6500,01/01/2007
2700,01/01/2007
2800,01/01/2007
3600,01/01/2007
4100,01/01/2007
4200,01/01/2007
4500,01/01/2007
5700,01/01/2007
6600,01/01/2007
4300,01/01/2007
8100,01/01/2007
2400,01/01/2007
2500,01/01/2007
2700,01/01/2007
2800,01/01/2007
2900,01/01/2007
3000,01/01/2007
2400,01/01/2007
2600,01/01/2007
2900,01/01/2007
2600,01/01/2007
3500,01/01/2007
2400,01/01/2007
3200,01/01/2007
3100,01/01/2007
4800,01/01/2007
4600,01/01/2007
5000,01/01/2007
7300,01/01/2007
6900,01/01/2007
3600,01/01/2007
4400,01/01/2007
2000,01/01/2007
4800,01/01/2007
2100,01/01/2007
5500,01/01/2007
5900,01/01/2007
1800,01/01/2007
2300,01/01/2007
1800,01/01/2007
1300,01/01/2007
2100,01/01/2007
2000,01/01/2007
2200,01/01/2007
3500,01/01/2007
3600,01/01/2007
3900,01/01/2007
4700,01/01/2007
2000,01/01/2007
2200,01/01/2007
3100,01/01/2007
2900,01/01/2007
1600,01/01/2007
1700,01/01/2007
2100,01/01/2007
2100,01/01/2007
2200,01/01/2007
2300,01/01/2007
2400,01/01/2007
2500,01/01/2007
2900,01/01/2007
5000,01/01/2007
5900,01/01/2007
2900,01/01/2007
6500,01/01/2007
4600,01/01/2007
5000,01/01/2007
5400,01/01/2007
4000,01/01/2007
5000,01/01/2007
5200,01/01/2007
6300,01/01/2007
7500,01/01/2007
5400,01/01/2007
7900,01/01/2007
3900,01/01/2007
2500,01/01/2007
2900,01/01/2007
2700,01/01/2007
4300,01/01/2007
2400,01/01/2007
3800,01/01/2007
2500,01/01/2007
6600,01/01/2007
2400,01/01/2007
6100,01/01/2007
2600,01/01/2007
4900,01/01/2007
5500,01/01/2007
4400,01/01/2007
5900,01/01/2007
6000,01/01/2007
9500,01/01/2007
3400,01/01/2007
5400,01/01/2007
4000,01/01/2007
4500,01/01/2007
2800,01/01/2007
4500,01/01/2007
4100,01/01/2007
3300,01/01/2007
1300,01/01/2007
3200,01/01/2007
3300,01/01/2007
4900,01/01/2007
6600,01/01/2007
1900,01/01/2007
2100,01/01/2007
4400,01/01/2007
52,01/01/2007
2700,01/01/2007
2500,01/01/2007
4900,01/01/2007
2700,01/01/2007
1300,01/01/2007
3700,01/01/2007
2400,01/01/2007
3500,01/01/2007
2400,01/01/2007
2700,01/01/2007
3800,01/01/2007
2800,01/01/2007
2800,01/01/2007
2900,01/01/2007
2200,01/01/2007
2600,01/01/2007
2700,01/01/2007
2300,01/01/2007
2400,01/01/2008
2500,01/01/2008
2700,01/01/2008
1900,01/01/2008
2300,01/01/2008
1600,01/01/2008
1800,01/01/2008
2000,01/01/2008
2100,01/01/2008
2200,01/01/2008
6700,01/01/2008
7600,01/01/2008
2500,01/01/2008
4000,01/01/2008
4300,01/01/2008
41,01/01/2008
1800,01/01/2008
1800,01/01/2008
2300,01/01/2008
1800,01/01/2008
3800,01/01/2008
4400,01/01/2008
7400,01/01/2008
6400,01/01/2008
2100,01/01/2008
1700,01/01/2008
1800,01/01/2008
1700,01/01/2008
1800,01/01/2008
1900,01/01/2008
2100,01/01/2008
1700,01/01/2008
1300,01/01/2008
1700,01/01/2008
2100,01/01/2008
7400,01/01/2008
4300,01/01/2008
1900,01/01/2008
2000,01/01/2008
